date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2016-09-17,Country_01,Local_06,Metals,I,II,Male,Third Party,Pressed,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",2016,9,17,Saturday,37,Spring,1,0,2021-10-06,12:00:00,Factory_C,Industrial_Zone,Night,38.0,Senior,Yes,12.24,17.83,61.18,3.15,3765.61,14,182,1.77,1,On,29.39,0,on september          at approximately      pm  during the preventive maintenance of the g     debarking machine  the bearing assembly is made on the anode cleaning roller  when fitting the bearing in its final position  the staff used a chisel and a   pound rope to position the bearing  the worker places his left hand near the head of the chisel and warps  in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand  immediately the collaborator communicates to the supervisor and is evacuated to the medical for review,"equipment_failure, human_error",560,92,0.93,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-09-20,Country_03,Local_10,Others,I,I,Male,Third Party,Fall,"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The employee was referred to the local hospital, medicated and released for the activities.",2016,9,20,Tuesday,38,Spring,1,0,2021-01-09,21:30:00,Factory_A,Rural,Day,43.0,Junior,Yes,29.26,23.11,49.75,2.72,1291.83,12,222,0.43,0,On,53.64,0,collaborator around      am  cleaning the leaves of the return well of the      borehole brapdd      slipped on the canvas that was on the edge of the well  hitting the right side of the back against the metal structure of the mud swathed box causing a slight excoriation  the employee was referred to the local hospital  medicated and released for the activities,fall_slip,363,60,0.7133333333333334,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-09-20,Country_02,Local_05,Metals,I,II,Male,Third Party (Remote),Blocking and isolation of energies,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",2016,9,20,Tuesday,38,Spring,1,0,2023-07-28,09:00:00,Factory_B,Rural,Night,18.0,Junior,Yes,24.54,21.63,58.82,4.93,1040.26,8,58,1.07,3,On,34.96,0,the employee was performing maintenance of the blower  when the residual water projection occurred on his face  in an attempt to remove ppe  the injured person has had contact with contaminated gloves with the right eye causing irritation,other,238,38,0.9166666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-09-20,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",2016,9,20,Tuesday,38,Spring,1,0,2022-02-07,07:45:00,Factory_B,Rural,Night,28.0,Junior,No,24.77,23.42,46.41,3.76,2510.27,19,200,1.56,1,Off,58.81,0,the lubricating technician alfredo made the oil filling to the reducer d      in which  he notices an oil leak  tearing  between the connection of the hose and the reducer  correcting the leak  once the work is finished  he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated,other,409,71,0.8866666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-09-21,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",2016,9,21,Wednesday,38,Spring,1,0,2021-03-19,00:00:00,Factory_C,Rural,Night,27.0,Junior,Yes,29.74,27.31,72.75,3.38,3274.3,4,45,8.33,4,Off,50.07,0,during the maintenance of the access  at the moment the assistant places the mini split set in the adapter  the clamp   which was locked   returns to its initial position hitting the collaborator s hand causing the described injury  at the time of the accident the team was in a sustained area  the arm of the jumbo was at a height of     m from the floor and the employee was wearing rubber gloves,other,398,72,0.79,High Risk,Perform comprehensive industrial safety inspection.
2016-09-21,Country_02,Local_05,Metals,II,III,Male,Third Party,Manual Tools,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",2016,9,21,Wednesday,38,Spring,2,0,2022-08-04,00:00:00,Factory_D,Industrial_Zone,Night,8.0,Junior,Yes,18.34,20.9,55.91,2.88,3126.66,18,294,0.17,0,On,53.26,0,employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke  reaching its hand causing a blunt cut,other,159,28,0.75,High Risk,Perform comprehensive industrial safety inspection.
2016-09-22,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,2016,9,22,Thursday,38,Spring,1,0,2022-05-02,15:15:00,Factory_B,Urban,Night,5.0,Junior,No,25.85,22.55,32.94,4.62,2921.95,15,356,4.97,1,On,68.91,0,in circumstances in which the operator of bolter n     went down the ladder to the height of the resting platform   at      m  floor level   slips off balance by hitting your back against the handrail of the operator s door  at the time of the event the injured person used all his epp s,"human_error, fall_slip",287,53,0.8633333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-22,Country_01,Local_06,Metals,I,III,Male,Employee,Others,"The technician Operator when heading towards the zone of lifting containers of dust of zinc in the Section 50, uses a space between base of tranquera and sardinel, slipping in the edge and raspándose left side of thorax. He was treated at the medical center with local treatment, returning to his work area.",2016,9,22,Thursday,38,Spring,1,0,2023-06-27,05:00:00,Factory_A,Urban,Night,33.0,Junior,No,32.99,25.62,47.02,1.38,2832.06,12,314,5.16,4,Off,71.6,0,the technician operator when heading towards the zone of lifting containers of dust of zinc in the section     uses a space between base of tranquera and sardinel  slipping in the edge and rasp ndose left side of thorax  he was treated at the medical center with local treatment  returning to his work area,"human_error, fall_slip",306,53,0.86,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-27,Country_01,Local_06,Metals,I,II,Female,Third Party,Pressurized Systems,"At 14: 55h on 27 September, a worker from Confipetrol carried out industrial cleaning of the outside of the acid reduction tank D2055, to check the progress of the helmet mask; moment that hose pipe was released that was secured with pressure clamp (for water and air), impacting lips",2016,9,27,Tuesday,39,Spring,1,0,2022-06-14,18:45:00,Factory_B,Industrial_Zone,Day,12.0,Junior,Yes,30.4,23.61,57.88,4.02,2401.85,10,76,0.63,3,On,43.48,0,at       h on    september  a worker from confipetrol carried out industrial cleaning of the outside of the acid reduction tank d      to check the progress of the helmet mask  moment that hose pipe was released that was secured with pressure clamp  for water and air   impacting lips,human_error,284,47,0.9166666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-29,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",2016,9,29,Thursday,39,Spring,1,0,2021-10-02,01:15:00,Factory_B,Industrial_Zone,Day,49.0,Senior,No,18.76,19.63,39.77,4.71,1691.13,14,36,4.47,1,On,30.43,0,being       am  approximately marco and isidro torres they were performing the pipe standardization of the cx       cx     nv        in moments that marco lifts the air pipe over the spike  this seat and the pipe impacts on the worker s safety guard,human_error,249,41,0.87,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-09-30,Country_01,Local_04,Mining,I,I,Male,Employee,Others,"Being at 11:00 a.m. approximately the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues to the medical post.",2016,9,30,Friday,39,Spring,1,0,2023-06-30,23:45:00,Factory_A,Industrial_Zone,Day,45.0,Senior,No,27.42,24.94,33.79,2.38,3233.6,3,275,4.93,2,Off,51.46,0,being at       a m  approximately the mechanic was removing the last bolt of the    nipple in the pump       lime feeder   reactive area  the mechanic is positioned slightly flexing the legs and performs upward force with both hands  in that moment feels a pain and a spume in the right thigh  the mechanic is evacuated with the help of his colleagues to the medical post,equipment_failure,371,64,0.7733333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
